LABEL,ABBR,CAP,LOC,POS,POS+1,POS-1,PREF,SUFF,WORD,WORD+1,WORD-1,TAG,TAG+1,TAG-1
-,0,0,0,AUX,ADP,PRON,0,0,is,in,it,VBZ,IN,PRP
-,0,0,0,ADP,DET,AUX,0,0,in,the,is,IN,DT,VBZ
-,0,0,0,DET,ADJ,ADP,0,0,the,strongest,in,DT,JJS,IN
-,0,0,0,ADJ,ADJ,DET,0,0,strongest,financial,the,JJS,JJ,DT
-,0,0,0,ADJ,NOUN,ADJ,0,0,financial,positionin,strongest,JJ,NN,JJS
-,0,0,0,NOUN,PRON,ADJ,0,0,positionin,its,financial,NN,PRP$,JJ
-,0,0,0,PRON,NUM,NOUN,0,0,its,24-year,positionin,PRP$,CD,NN
-,0,0,0,NUM,PUNCT,PRON,0,0,24-year,history.,its,CD,HYPH,PRP$
-,0,0,0,PUNCT,OMEGAPOS,NUM,0,0,history.,OMEGA,24-year,HYPH,OMEGATAG,CD
B-PURCH,0,1,0,PROPN,PROPN,PHIPOS,0,1,Americanture,Inc,PHI,NNP,NNP,PHITAG
I-PURCH,0,1,0,PROPN,VERB,PROPN,0,0,Inc,said,Americanture,NNP,VBD,NNP
-,0,0,0,VERB,PRON,PROPN,0,0,said,it,Inc,VBD,PRP,NNP
-,0,0,0,PRON,VERB,VERB,0,0,it,haspurchased,said,PRP,VBD,VBD
-,0,0,0,VERB,PROPN,PRON,0,0,haspurchased,American,it,VBD,NNP,PRP
B-AQ,0,1,0,PROPN,PROPN,VERB,0,0,American,Adventure,haspurchased,NNP,NNP,VBD
I-AQ,0,1,0,PROPN,PROPN,PROPN,0,1,Adventure,Inc,American,NNP,NNP,NNP
I-PURCH,0,1,0,PROPN,SPACE,PROPN,0,0,Inc,for,Adventure,NNP,_SP,NNP
-,0,0,0,SPACE,ADP,PROPN,0,0,for,"cash,",Inc,_SP,IN,NNP
-,0,0,0,ADP,NOUN,SPACE,0,0,"cash,",theassumption,for,IN,NN,_SP
-,0,0,0,NOUN,PUNCT,ADP,0,0,theassumption,of,"cash,",NN,",",IN
-,0,0,0,PUNCT,NOUN,NOUN,0,0,of,liabilities,theassumption,",",NN,NN
-,0,0,0,NOUN,ADP,PUNCT,0,0,liabilities,and,of,NN,IN,","
-,0,0,0,ADP,NOUN,NOUN,0,0,and,the,liabilities,IN,NNS,NN
-,0,0,0,NOUN,CCONJ,ADP,0,0,the,issuance,and,NNS,CC,IN
-,0,0,0,CCONJ,DET,NOUN,0,0,issuance,of,the,CC,DT,NNS
-,0,0,0,DET,NOUN,CCONJ,0,0,of,AmericanAdventure,issuance,DT,NN,CC
-,0,1,0,NOUN,ADP,DET,0,1,AmericanAdventure,Inc,of,NN,IN,DT
I-PURCH,0,1,0,ADP,PROPN,NOUN,0,0,Inc,common,AmericanAdventure,IN,NNP,NN
-,0,0,0,PROPN,PROPN,ADP,0,0,common,and,Inc,NNP,NNP,IN
-,0,0,0,PROPN,ADJ,PROPN,0,0,and,preferred,common,NNP,JJ,NNP
-,0,0,0,ADJ,CCONJ,PROPN,0,0,preferred,stock,and,JJ,CC,NNP
-,0,0,0,CCONJ,ADJ,ADJ,0,0,stock,to,preferred,CC,JJ,JJ
-,0,0,0,ADJ,NOUN,CCONJ,0,0,to,"creditors,shareholders",stock,JJ,NN,CC
-,0,0,0,NOUN,ADP,ADJ,0,0,"creditors,shareholders",and,to,NN,IN,JJ
-,0,0,0,ADP,NOUN,NOUN,0,0,and,members.,"creditors,shareholders",IN,NNS,NN
-,0,0,0,NOUN,OMEGAPOS,ADP,0,0,members.,OMEGA,and,NNS,OMEGATAG,IN
-,0,1,0,DET,NOUN,PHIPOS,0,0,The,acquisition,PHI,DT,NN,PHITAG
-,0,0,0,NOUN,AUX,DET,0,0,acquisition,was,The,NN,VBD,DT
-,0,0,0,AUX,ADJ,NOUN,0,0,was,pursuant,acquisition,VBD,JJ,NN
-,0,0,0,ADJ,ADP,AUX,0,0,pursuant,of,was,JJ,IN,VBD
-,0,0,0,ADP,DET,ADJ,0,0,of,a,pursuant,IN,DT,JJ
-,0,0,0,DET,NOUN,ADP,0,0,a,Chapter,of,DT,NN,IN
-,0,1,0,NOUN,NUM,DET,0,0,Chapter,11,a,NN,CD,DT
-,0,0,0,NUM,NOUN,NOUN,0,0,11,reorganizationplan,Chapter,CD,NN,NN
-,0,0,0,NOUN,ADP,NUM,0,0,reorganizationplan,of,11,NN,IN,CD
-,0,0,0,ADP,PROPN,NOUN,0,0,of,American,reorganizationplan,IN,NNP,NN
B-AQ,0,1,0,PROPN,PROPN,ADP,0,0,American,Adventure.,of,NNP,NNP,IN
-,0,1,0,PROPN,OMEGAPOS,PROPN,0,0,Adventure.,OMEGA,American,NNP,OMEGATAG,NNP
-,0,1,0,DET,NOUN,PHIPOS,0,0,The,company,PHI,DT,NN,PHITAG
-,0,0,0,NOUN,VERB,DET,0,0,company,said,The,NN,VBD,DT
-,0,0,0,VERB,DET,NOUN,0,0,said,the,company,VBD,DT,NN
-,0,0,0,DET,NOUN,VERB,0,0,the,transaction,said,DT,NN,VBD
-,0,0,0,NOUN,VERB,DET,0,0,transaction,involved,the,NN,VBD,DT
-,0,0,0,VERB,NOUN,NOUN,0,0,involved,assets,transaction,VBD,NNS,NN
-,0,0,0,NOUN,VERB,VERB,0,0,assets,valued,involved,NNS,VBN,VBD
-,0,0,0,VERB,PROPN,NOUN,0,0,valued,atmore,assets,VBN,NNP,NNS
-,0,0,0,PROPN,SCONJ,VERB,0,0,atmore,than,valued,NNP,IN,VBN
-,0,0,0,SCONJ,NUM,PROPN,0,0,than,83,atmore,IN,CD,NNP
B-AMT,0,0,0,NUM,NOUN,SCONJ,0,0,83,mln,than,CD,NN,IN
I-AMT,0,0,0,NOUN,NOUN,NUM,0,0,mln,dlrs.,83,NN,NN,CD
-,0,0,0,NOUN,OMEGAPOS,NOUN,0,0,dlrs.,OMEGA,mln,NN,OMEGATAG,NN
B-PURCH,0,1,0,PROPN,PROPN,PHIPOS,0,0,Viacom,International,PHI,NNP,NNP,PHITAG
I-PURCH,0,1,0,PROPN,PROPN,PROPN,0,1,International,Inc,Viacom,NNP,NNP,NNP
I-SELL,0,1,0,PROPN,VERB,PROPN,0,0,Inc,said,International,NNP,VBD,NNP
-,0,0,0,VERB,PRON,PROPN,0,0,said,it,Inc,VBD,PRP,NNP
-,0,0,0,PRON,INTJ,VERB,0,0,it,setApril,said,PRP,UH,VBD
-,0,0,0,INTJ,NUM,PRON,0,0,setApril,6,it,UH,CD,PRP
-,0,0,0,NUM,ADP,INTJ,0,0,6,as,setApril,CD,IN,UH
-,0,0,0,ADP,DET,NUM,0,0,as,the,6,IN,DT,CD
-,0,0,0,DET,NOUN,ADP,0,0,the,record,as,DT,NN,IN
B-STAT,0,0,0,NOUN,NOUN,DET,0,0,record,date,the,NN,NN,DT
I-STAT,0,0,0,NOUN,ADP,NOUN,0,0,date,for,record,NN,IN,NN
-,0,0,0,ADP,NOUN,NOUN,0,0,for,shareholders,date,IN,NNS,NN
-,0,0,0,NOUN,VERB,ADP,0,0,shareholders,entitled,for,NNS,VBN,IN
-,0,0,0,VERB,PART,NOUN,0,0,entitled,to,shareholders,VBN,TO,NNS
-,0,0,0,PART,VERB,VERB,0,0,to,vote,entitled,TO,VB,VBN
-,0,0,0,VERB,DET,PART,0,0,vote,ata,to,VB,DT,TO
-,0,0,0,DET,ADJ,VERB,0,0,ata,special,vote,DT,JJ,VB
-,0,0,0,ADJ,NOUN,DET,0,0,special,meeting,ata,JJ,NN,DT
-,0,0,0,NOUN,PART,ADJ,0,0,meeting,to,special,NN,TO,JJ
-,0,0,0,PART,AUX,NOUN,0,0,to,be,meeting,TO,VB,NN
-,0,0,0,AUX,VERB,PART,0,0,be,held,to,VB,VBN,TO
-,0,0,0,VERB,PART,AUX,0,0,held,to,be,VBN,TO,VB
-,0,0,0,PART,VERB,VERB,0,0,to,vote,held,TO,VB,VBN
-,0,0,0,VERB,ADP,PART,0,0,vote,on,to,VB,IN,TO
-,0,0,0,ADP,DET,VERB,0,0,on,the,vote,IN,DT,VB
-,0,0,0,DET,VERB,ADP,0,0,the,proposed,on,DT,VBN,IN
-,0,0,0,VERB,NOUN,DET,0,0,proposed,merger,the,VBN,NN,DT
-,0,0,0,NOUN,PROPN,VERB,0,0,merger,ofArsenal,proposed,NN,NNP,VBN
-,0,0,0,PROPN,PROPN,NOUN,0,0,ofArsenal,Acquiring,merger,NNP,NNP,NN
I-AQ,0,1,0,PROPN,PROPN,PROPN,0,0,Acquiring,"Corp,",ofArsenal,NNP,NNP,NNP
-,0,1,0,PROPN,PUNCT,PROPN,0,0,"Corp,",a,Acquiring,NNP,",",NNP
-,0,0,0,PUNCT,DET,PROPN,0,0,a,wholly-owned,"Corp,",",",DT,NNP
-,0,0,0,DET,ADV,PUNCT,0,0,wholly-owned,subsidiary,a,DT,RB,","
-,0,0,0,ADV,PUNCT,DET,0,0,subsidiary,of,wholly-owned,RB,HYPH,DT
-,0,0,0,PUNCT,VERB,ADV,0,0,of,ArsenalHoldings,subsidiary,HYPH,VBN,RB
-,0,1,0,VERB,NOUN,PUNCT,0,1,ArsenalHoldings,Inc,of,VBN,NN,HYPH
I-SELL,0,1,0,NOUN,ADP,VERB,0,0,Inc,into,ArsenalHoldings,NN,IN,VBN
-,0,0,0,ADP,PROPN,NOUN,0,0,into,Viacom.,Inc,IN,NNP,NN
-,0,1,0,PROPN,OMEGAPOS,ADP,0,0,Viacom.,OMEGA,into,NNP,OMEGATAG,IN
-,0,1,0,PRON,VERB,PHIPOS,0,0,It,said,PHI,PRP,VBD,PHITAG
-,0,0,0,VERB,DET,PRON,0,0,said,the,It,VBD,DT,PRP
-,0,0,0,DET,NOUN,VERB,0,0,the,date,said,DT,NN,VBD
I-STAT,0,0,0,NOUN,ADP,DET,0,0,date,of,the,NN,IN,DT
-,0,0,0,ADP,DET,NOUN,0,0,of,the,date,IN,DT,NN
-,0,0,0,DET,ADJ,ADP,0,0,the,special,of,DT,JJ,IN
-,0,0,0,ADJ,NOUN,DET,0,0,special,meeting,the,JJ,NN,DT
-,0,0,0,NOUN,AUX,ADJ,0,0,meeting,has,special,NN,VBZ,JJ
-,0,0,0,AUX,PART,NOUN,0,0,has,not,meeting,VBZ,RB,NN
-,0,0,0,PART,ADV,AUX,0,0,not,yet,has,RB,RB,VBZ
-,0,0,0,ADV,ADJ,PART,0,0,yet,beendetermined.,not,RB,JJ,RB
-,0,0,0,ADJ,OMEGAPOS,ADV,0,0,beendetermined.,OMEGA,yet,JJ,OMEGATAG,RB
B-PURCH,0,1,0,PROPN,PART,PHIPOS,0,0,Scott's,Hospitality,PHI,NNP,POS,PHITAG
I-PURCH,0,1,0,PART,PROPN,PROPN,0,1,Hospitality,Inc,Scott's,POS,NNP,NNP
I-PURCH,0,1,0,PROPN,PROPN,PART,0,0,Inc,said,Hospitality,NNP,NNP,POS
-,0,0,0,PROPN,VERB,PROPN,0,0,said,itacquired,Inc,NNP,VBD,NNP
-,0,0,0,VERB,VERB,PROPN,0,0,itacquired,all,said,VBD,VBN,NNP
-,0,0,0,VERB,DET,VERB,0,0,all,issued,itacquired,VBN,DT,VBD
-,0,0,0,DET,VERB,VERB,0,0,issued,shares,all,DT,VBN,VBN
-,0,0,0,VERB,NOUN,DET,0,0,shares,of,issued,VBN,NNS,DT
-,0,0,0,NOUN,ADP,VERB,0,0,of,Capital,shares,NNS,IN,VBN
B-AQ,0,1,0,ADP,PROPN,NOUN,0,0,Capital,Food,of,IN,NNP,NNS
I-AQ,0,1,0,PROPN,PROPN,ADP,0,0,Food,Services,Capital,NNP,NNP,IN
I-AQ,0,1,0,PROPN,PROPN,PROPN,0,0,Services,"Ltd,",Food,NNP,NNPS,NNP
-,0,1,0,PROPN,PROPN,PROPN,0,0,"Ltd,",ofOttawa.,Services,NNPS,NNP,NNP
-,0,0,0,PROPN,OMEGAPOS,PROPN,0,0,ofOttawa.,OMEGA,"Ltd,",NNP,OMEGATAG,NNPS
-,0,1,0,NOUN,AUX,PHIPOS,0,0,Terms,were,PHI,NNS,VBD,PHITAG
-,0,0,0,AUX,PART,NOUN,0,0,were,not,Terms,VBD,RB,NNS
-,0,0,0,PART,VERB,AUX,0,0,not,disclosed.,were,RB,VBN,VBD
-,0,0,0,VERB,OMEGAPOS,PART,0,0,disclosed.,OMEGA,not,VBN,OMEGATAG,RB
B-PURCH,0,1,0,PROPN,PART,PHIPOS,0,0,Scott's,said,PHI,NNP,POS,PHITAG
-,0,0,0,PART,VERB,PROPN,0,0,said,Capital,Scott's,POS,VBD,NNP
B-AQ,0,1,0,VERB,PROPN,PART,0,0,Capital,Food,said,VBD,NNP,POS
I-AQ,0,1,0,PROPN,PROPN,VERB,0,0,Food,had,Capital,NNP,NNP,VBD
-,0,0,0,PROPN,VERB,PROPN,0,0,had,1986,Food,NNP,VBD,NNP
-,0,0,0,VERB,NUM,PROPN,0,0,1986,sales,had,VBD,CD,NNP
-,0,0,0,NUM,NOUN,VERB,0,0,sales,of,1986,CD,NNS,VBD
-,0,0,0,NOUN,ADP,NUM,0,0,of,more,sales,NNS,IN,CD
-,0,0,0,ADP,ADJ,NOUN,0,0,more,than,of,IN,JJR,NNS
-,0,0,0,ADJ,SCONJ,ADP,0,0,than,20mln,more,JJR,IN,IN
-,0,0,0,SCONJ,ADJ,ADJ,0,0,20mln,dlrs,than,IN,JJ,JJR
-,0,0,0,ADJ,NOUN,SCONJ,0,0,dlrs,and,20mln,JJ,NN,IN
-,0,0,0,NOUN,CCONJ,ADJ,0,0,and,will,dlrs,NN,CC,JJ
-,0,0,0,CCONJ,AUX,NOUN,0,0,will,continue,and,CC,MD,NN
-,0,0,0,AUX,VERB,CCONJ,0,0,continue,to,will,MD,VB,CC
-,0,0,0,VERB,PART,AUX,0,0,to,operate,continue,VB,TO,MD
-,0,0,0,PART,VERB,VERB,0,0,operate,under,to,TO,VB,VB
-,0,0,0,VERB,ADP,PART,0,0,under,its,operate,VB,IN,TO
-,0,0,0,ADP,PRON,VERB,0,0,its,present,under,IN,PRP$,VB
-,0,0,0,PRON,ADJ,ADP,0,0,present,namewith,its,PRP$,JJ,IN
-,0,0,0,ADJ,ADJ,PRON,0,0,namewith,existing,present,JJ,JJ,PRP$
-,0,0,0,ADJ,VERB,ADJ,0,0,existing,management.,namewith,JJ,VBG,JJ
-,0,0,0,VERB,OMEGAPOS,ADJ,0,0,management.,OMEGA,existing,VBG,OMEGATAG,JJ
B-AQ,0,1,0,PROPN,PROPN,PHIPOS,0,0,Capital,Food,PHI,NNP,NNP,PHITAG
I-AQ,0,1,0,PROPN,VERB,PROPN,0,0,Food,provides,Capital,NNP,VBZ,NNP
-,0,0,0,VERB,NOUN,PROPN,0,0,provides,food,Food,VBZ,NN,NNP
B-AQB,0,0,0,NOUN,NOUN,VERB,0,0,food,services,provides,NN,NNS,VBZ
I-AQB,0,0,0,NOUN,ADP,NOUN,0,0,services,to,food,NNS,IN,NN
-,0,0,0,ADP,ADJ,NOUN,0,0,to,several,services,IN,JJ,NNS
-,0,0,0,ADJ,PROPN,ADP,0,0,several,"Ottawainstitutions,",to,JJ,NNPS,IN
-,0,1,0,PROPN,PUNCT,ADJ,0,0,"Ottawainstitutions,",the,several,NNPS,",",JJ
-,0,0,0,PUNCT,DET,PROPN,0,0,the,company,"Ottawainstitutions,",",",DT,NNPS
-,0,0,0,DET,NOUN,PUNCT,0,0,company,said.,the,DT,NN,","
-,0,0,0,NOUN,OMEGAPOS,DET,0,0,said.,OMEGA,company,NN,OMEGATAG,DT
-,0,1,0,PROPN,OMEGAPOS,PHIPOS,0,0,Reuter,OMEGA,PHI,NNP,OMEGATAG,PHITAG
B-SELL,0,1,0,NOUN,PROPN,PHIPOS,0,0,Video,Display,PHI,NN,NNP,PHITAG
I-SELL,0,1,0,PROPN,PROPN,NOUN,0,0,Display,Corfp,Video,NNP,NNP,NN
I-SELL,0,1,0,PROPN,VERB,PROPN,0,0,Corfp,said,Display,NNP,VBD,NNP
-,0,0,0,VERB,PRON,PROPN,0,0,said,it,Corfp,VBD,PRP,NNP
-,0,0,0,PRON,AUX,VERB,0,0,it,has,said,PRP,VBZ,VBD
-,0,0,0,AUX,NOUN,PRON,0,0,has,reacheda,it,VBZ,NN,PRP
-,0,0,0,NOUN,ADJ,AUX,0,0,reacheda,tentiative,has,NN,JJ,VBZ
B-STAT,0,0,0,ADJ,NOUN,NOUN,0,0,tentiative,agreement,reacheda,JJ,NN,NN
I-STAT,0,0,0,NOUN,PART,ADJ,0,0,agreement,to,tentiative,NN,TO,JJ
-,0,0,0,PART,VERB,NOUN,0,0,to,sell,agreement,TO,VB,NN
-,0,0,0,VERB,PRON,PART,0,0,sell,its,to,VB,PRP$,TO
-,0,0,0,PRON,VERB,VERB,0,0,its,existing,sell,PRP$,VBG,VB
-,0,0,0,VERB,NOUN,PRON,0,0,existing,cable,its,VBG,NN,PRP$
B-AQ,0,0,0,NOUN,NOUN,VERB,0,0,cable,televisionbusiness,existing,NN,NN,VBG
-,0,0,0,NOUN,ADP,NOUN,0,0,televisionbusiness,for,cable,NN,IN,NN
-,0,0,0,ADP,ADJ,NOUN,0,0,for,undisclosed,televisionbusiness,IN,JJ,NN
B-AMT,0,0,0,ADJ,NOUN,ADP,0,0,undisclosed,terms,for,JJ,NNS,IN
-,0,0,0,NOUN,CCONJ,ADJ,0,0,terms,and,undisclosed,NNS,CC,JJ
-,0,0,0,CCONJ,VERB,NOUN,0,0,and,expects,terms,CC,VBZ,NNS
-,0,0,0,VERB,PART,CCONJ,0,0,expects,to,and,VBZ,TO,CC
-,0,0,0,PART,VERB,VERB,0,0,to,report,expects,TO,VB,VBZ
-,0,0,0,VERB,DET,PART,0,0,report,a,to,VB,DT,TO
-,0,0,0,DET,NOUN,VERB,0,0,a,gain,report,DT,NN,VB
-,0,0,0,NOUN,DET,DET,0,0,gain,onthe,a,NN,DT,DT
-,0,0,0,DET,NOUN,NOUN,0,0,onthe,transaction.,gain,DT,NN,NN
-,0,0,0,NOUN,OMEGAPOS,DET,0,0,transaction.,OMEGA,onthe,NN,OMEGATAG,DT
-,0,1,0,DET,NOUN,PHIPOS,0,0,The,buyer,PHI,DT,NN,PHITAG
-,0,0,0,NOUN,AUX,DET,0,0,buyer,was,The,NN,VBD,DT
-,0,0,0,AUX,PART,NOUN,0,0,was,not,buyer,VBD,RB,NN
-,0,0,0,PART,VERB,AUX,0,0,not,named.,was,RB,VBN,VBD
-,0,0,0,VERB,OMEGAPOS,PART,0,0,named.,OMEGA,not,VBN,OMEGATAG,RB
-,0,1,0,DET,NOUN,PHIPOS,0,0,The,company,PHI,DT,NN,PHITAG
-,0,0,0,NOUN,VERB,DET,0,0,company,said,The,NN,VBD,DT
-,0,0,0,VERB,PRON,NOUN,0,0,said,it,company,VBD,PRP,NN
-,0,0,0,PRON,AUX,VERB,0,0,it,will,said,PRP,MD,VBD
-,0,0,0,AUX,VERB,PRON,0,0,will,redeploy,it,MD,VB,PRP
-,0,0,0,VERB,PRON,AUX,0,0,redeploy,its,will,VB,PRP$,MD
