LABEL,ABBR,CAP,LOC,POS,POS+1,POS-1,PREF,SUFF,WORD,WORD+1,WORD-1,TAG,TAG+1,TAG-1
-,0,0,0,NOUN,NOUN,PROPN,0,0,systems,company.,anoffice,NNS,NN,NNP
-,0,0,0,NOUN,OMEGAPOS,NOUN,0,0,company.,OMEGA,systems,NN,OMEGATAG,NNS
-,0,1,0,DET,ADJ,PHIPOS,0,0,The,South,PHI,DT,JJ,PHITAG
I-AQL,0,1,0,ADJ,PROPN,DET,0,0,South,African,The,JJ,NNP,DT
I-AQL,0,1,0,PROPN,PROPN,ADJ,0,0,African,Rank,South,NNP,NNP,JJ
B-SELL,0,1,0,PROPN,PROPN,PROPN,0,0,Rank,Xerox,African,NNP,NNP,NNP
I-SELL,0,1,0,PROPN,NOUN,PROPN,0,0,Xerox,unit,Rank,NNP,NN,NNP
-,0,0,0,NOUN,VERB,PROPN,0,0,unit,sells,Xerox,NN,VBZ,NNP
-,0,0,0,VERB,NOUN,NOUN,0,0,sells,copiers,unit,VBZ,NNS,NN
B-AQB,0,0,0,NOUN,NOUN,VERB,0,0,copiers,andduplicators,sells,NNS,NNS,VBZ
-,0,0,0,NOUN,ADP,NOUN,0,0,andduplicators,throughout,copiers,NNS,IN,NNS
-,0,0,0,ADP,PROPN,NOUN,0,0,throughout,South,andduplicators,IN,NNP,NNS
I-AQL,0,1,0,PROPN,PROPN,ADP,0,0,South,Africa,throughout,NNP,NNP,IN
I-AQL,0,1,0,PROPN,CCONJ,PROPN,0,0,Africa,and,South,NNP,CC,NNP
I-AQB,0,0,0,CCONJ,ADP,PROPN,0,0,and,in,Africa,CC,IN,NNP
I-STAT,0,0,0,ADP,PROPN,CCONJ,0,0,in,Namibia,and,IN,NNP,CC
-,0,1,1,PROPN,PUNCT,ADP,0,0,Namibia,(South,in,NNP,-LRB-,IN
-,0,0,0,PUNCT,PROPN,PROPN,0,0,(South,WestAfrica).,Namibia,-LRB-,NNP,NNP
-,0,1,0,PROPN,OMEGAPOS,PUNCT,0,0,WestAfrica).,OMEGA,(South,NNP,OMEGATAG,-LRB-
-,0,1,0,PRON,VERB,PHIPOS,0,0,It,has,PHI,PRP,VBZ,PHITAG
-,0,0,0,VERB,ADV,PRON,0,0,has,over,It,VBZ,RB,PRP
-,0,0,0,ADV,NUM,VERB,0,0,over,800,has,RB,CD,VBZ
-,0,0,0,NUM,NOUN,ADV,0,0,800,"employees,",over,CD,NNS,RB
-,0,0,0,NOUN,PUNCT,NUM,0,0,"employees,",all,800,NNS,",",CD
-,0,0,0,PUNCT,DET,NOUN,0,0,all,of,"employees,",",",DT,NNS
-,0,0,0,DET,ADP,PUNCT,0,0,of,whom,all,DT,IN,","
-,0,0,0,ADP,PRON,DET,0,0,whom,will,of,IN,WP,DT
-,0,0,0,PRON,AUX,ADP,0,0,will,beretained,whom,WP,MD,IN
-,0,0,0,AUX,VERB,PRON,0,0,beretained,by,will,MD,VBN,WP
-,0,0,0,VERB,ADP,AUX,0,0,by,Fintech,beretained,VBN,IN,MD
-,0,1,0,ADP,PROPN,VERB,0,0,Fintech,when,by,IN,NNP,VBN
-,0,0,0,PROPN,ADV,ADP,0,0,when,the,Fintech,NNP,WRB,IN
-,0,0,0,ADV,DET,PROPN,0,0,the,deal,when,WRB,DT,NNP
-,0,0,0,DET,NOUN,ADV,0,0,deal,"closes,",the,DT,NN,WRB
-,0,0,0,NOUN,VERB,DET,0,0,"closes,",Rank,deal,NN,VBZ,DT
B-SELL,0,1,0,VERB,PUNCT,NOUN,0,0,Rank,Xerox,"closes,",VBZ,",",NN
I-SELL,0,1,0,PUNCT,PROPN,VERB,0,0,Xerox,said.,Rank,",",NNP,VBZ
-,0,0,0,PROPN,OMEGAPOS,PUNCT,0,0,said.,OMEGA,Xerox,NNP,OMEGATAG,","
B-STAT,0,1,0,PROPN,PROPN,PHIPOS,0,0,Principal,Neo-Tech,PHI,NNP,NNP,PHITAG
I-STAT,0,1,0,PROPN,PUNCT,PROPN,0,1,Neo-Tech,Inc,Principal,NNP,HYPH,NNP
I-STAT,0,1,0,PUNCT,PROPN,PROPN,0,0,Inc,said,Neo-Tech,HYPH,NNP,NNP
-,0,0,0,PROPN,PROPN,PUNCT,0,0,said,itcompleted,Inc,NNP,NNP,HYPH
-,0,0,0,PROPN,VERB,PROPN,0,0,itcompleted,the,said,NNP,VBD,NNP
-,0,0,0,VERB,VERB,PROPN,0,0,the,sale,itcompleted,VBD,VBD,NNP
-,0,0,0,VERB,DET,VERB,0,0,sale,of,the,VBD,DT,VBD
-,0,0,0,DET,NOUN,VERB,0,0,of,its,sale,DT,NN,VBD
-,0,0,0,NOUN,ADP,DET,0,0,its,"subsidiary,",of,NN,IN,DT
-,0,0,0,ADP,PRON,NOUN,0,0,"subsidiary,",Neo-Tech,its,IN,PRP$,NN
I-STAT,0,1,0,PRON,NOUN,ADP,0,0,Neo-Tech,"Inc,","subsidiary,",PRP$,NN,IN
-,0,1,0,NOUN,PUNCT,PRON,0,0,"Inc,",to,Neo-Tech,NN,",",PRP$
-,0,0,0,PUNCT,PROPN,NOUN,0,0,to,SeismicHoldings,"Inc,",",",NNP,NN
-,0,1,0,PROPN,PUNCT,PUNCT,0,1,SeismicHoldings,Inc,to,NNP,HYPH,","
I-STAT,0,1,0,PUNCT,PROPN,PROPN,0,0,Inc,and,SeismicHoldings,HYPH,NNP,NNP
-,0,0,0,PROPN,PROPN,PUNCT,0,0,and,Energy,Inc,NNP,NNP,HYPH
B-SELL,0,1,0,PROPN,PUNCT,PROPN,0,0,Energy,Holdings,and,NNP,",",NNP
I-SELL,0,1,0,PUNCT,ADP,PROPN,0,0,Holdings,"Inc,",Energy,",",IN,NNP
-,0,1,0,ADP,PROPN,PUNCT,0,0,"Inc,",of,Holdings,IN,NNP,","
-,0,0,0,PROPN,PROPN,ADP,0,0,of,"Denver,","Inc,",NNP,NNP,IN
-,0,1,0,PROPN,CCONJ,PROPN,0,0,"Denver,",Colo.As,of,NNP,CC,NNP
-,0,1,0,CCONJ,PROPN,PROPN,0,0,Colo.As,part,"Denver,",CC,NNP,NNP
-,0,0,0,PROPN,PROPN,CCONJ,0,0,part,of,Colo.As,NNP,NNPS,CC
-,0,0,0,PROPN,PROPN,PROPN,0,0,of,the,part,NNPS,NNP,NNP
-,0,0,0,PROPN,PUNCT,PROPN,0,0,the,"price,",of,NNP,",",NNPS
-,0,0,0,PUNCT,ADP,PROPN,0,0,"price,",Principal,the,",",IN,NNP
B-STAT,0,1,0,ADP,PROPN,PUNCT,0,0,Principal,Neo-Tech,"price,",IN,NNP,","
I-STAT,0,1,0,PROPN,PUNCT,ADP,0,0,Neo-Tech,received,Principal,NNP,",",IN
-,0,0,0,PUNCT,PROPN,PROPN,0,0,received,notes,Neo-Tech,",",NNP,NNP
-,0,0,0,PROPN,ADP,PUNCT,0,0,notes,andpreferred,received,NNP,IN,","
-,0,0,0,ADP,NOUN,PROPN,0,0,andpreferred,shares,notes,IN,NN,NNP
-,0,0,0,NOUN,ADP,ADP,0,0,shares,of,andpreferred,NN,IN,IN
-,0,0,0,ADP,DET,NOUN,0,0,of,Energy,shares,IN,DT,NN
B-SELL,0,1,0,DET,NOUN,ADP,0,0,Energy,Holdings.,of,DT,NN,IN
-,0,1,0,NOUN,OMEGAPOS,DET,0,0,Holdings.,OMEGA,Energy,NN,OMEGATAG,DT
-,0,1,0,ADV,PUNCT,PHIPOS,0,0,"However,",terms,PHI,RB,",",PHITAG
-,0,0,0,PUNCT,NOUN,ADV,0,0,terms,were,"However,",",",NNS,RB
-,0,0,0,NOUN,AUX,PUNCT,0,0,were,notdisclosed.,terms,NNS,VBD,","
-,0,0,0,AUX,OMEGAPOS,NOUN,0,0,notdisclosed.,OMEGA,were,VBD,OMEGATAG,NNS
